id,age,gender,province,population_group,monthly_income,education_level,employment_status,main_income_source,uses_bank_account,withdrawal_frequency,withdrawal_percentage,preferred_withdrawal_channel,reason_for_cash_use
255,50,Male,Gauteng,Coloured,3920.0,Primary,Employed,Salary,Yes,Monthly,69,ATM,Too little money
256,28,Female,Mpumalanga,Black African,4220.0,Secondary,Self-employed,Grants,Yes,Monthly,93,ATM,Personal preference
257,45,Male,North West,Black African,810.0,Primary,Self-employed,Grants,No,Less often,100,None,No bank account
258,18,Female,KwaZulu-Natal,Black African,6550.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
259,34,Male,KwaZulu-Natal,Black African,7090.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
260,31,Male,Gauteng,Black African,4570.0,Secondary,Unemployed,Grants,Yes,Weekly,63,ATM,Too little money
261,25,Male,Gauteng,Coloured,4300.0,Secondary,Retired,Pension,Yes,Monthly,95,Retail store,To avoid fees
262,32,Female,KwaZulu-Natal,Black African,1900.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
263,21,Male,Eastern Cape,Black African,1380.0,No formal education,Employed,Salary,Yes,Monthly,91,ATM,Too little money
264,31,Male,Western Cape,Black African,11420.0,Secondary,Employed,Salary,Yes,Weekly,27,ATM,Other
265,28,Female,KwaZulu-Natal,Black African,11000.0,Secondary,Employed,Salary,Yes,Monthly,8,ATM,To avoid fees
266,41,Male,Eastern Cape,Black African,18640.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
267,32,Male,KwaZulu-Natal,Black African,3630.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
268,49,Female,Mpumalanga,Black African,3870.0,Primary,Unemployed,Grants,Yes,Less often,78,ATM,Too little money
269,47,Female,Mpumalanga,Black African,6870.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
270,49,Male,Northern Cape,Black African,2760.0,Primary,Employed,Salary,Yes,Weekly,77,ATM,Too little money
271,27,Female,Free State,Black African,5940.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
272,26,Female,Eastern Cape,Black African,3370.0,Secondary,Unemployed,Grants,Yes,Monthly,100,ATM,Personal preference
273,43,Female,Limpopo,White,18050.0,Tertiary,Self-employed,Grants,No,Less often,100,None,No bank account
274,56,Male,Gauteng,Black African,4800.0,Primary,Employed,Salary,Yes,Less often,59,ATM,Too little money
275,35,Male,Limpopo,Black African,1730.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
276,20,Male,Free State,Black African,1720.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
277,44,Male,Western Cape,Black African,3630.0,No formal education,Employed,Salary,Yes,Less often,50,ATM,Too little money
278,36,Male,Mpumalanga,Coloured,3630.0,Primary,Self-employed,Other,No,Less often,100,None,No bank account
279,18,Male,Western Cape,Indian/Asian,49980.0,Tertiary,Self-employed,Other,Yes,Daily,17,ATM,Personal preference
280,34,Female,KwaZulu-Natal,Black African,3380.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,To avoid fees
281,42,Female,KwaZulu-Natal,Black African,4590.0,Primary,Student,Remittances,Yes,Monthly,95,ATM,Personal preference
282,43,Female,Gauteng,Black African,6490.0,Primary,Student,Other,No,Less often,100,None,No bank account
283,54,Male,KwaZulu-Natal,Black African,1610.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,Too little money
284,26,Female,Eastern Cape,Black African,2140.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
285,45,Female,Limpopo,White,5340.0,Secondary,Employed,Salary,Yes,Weekly,100,Retail store,Too little money
286,18,Male,Western Cape,Black African,19800.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
287,42,Female,Mpumalanga,Black African,1700.0,Secondary,Student,Salary,No,Less often,100,None,No bank account
288,34,Female,Western Cape,Black African,11690.0,Primary,Student,Remittances,No,Less often,100,None,No bank account
289,26,Male,Gauteng,Black African,1430.0,No formal education,Employed,Salary,Yes,Less often,76,Bank branch,Other
290,18,Female,Gauteng,Black African,3940.0,Primary,Employed,Salary,Yes,Weekly,73,ATM,To avoid fees
291,37,Male,Gauteng,Coloured,1580.0,Primary,Self-employed,Salary,Yes,Monthly,77,ATM,Too little money
292,33,Male,KwaZulu-Natal,Black African,910.0,Secondary,Employed,Salary,Yes,Monthly,88,ATM,Too little money
293,54,Female,Gauteng,Black African,4570.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
294,49,Male,Mpumalanga,Black African,3310.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
295,19,Female,KwaZulu-Natal,Black African,4770.0,Primary,Employed,Salary,Yes,Monthly,57,ATM,Personal preference
296,27,Female,Gauteng,White,14840.0,Tertiary,Employed,Salary,Yes,Weekly,44,ATM,Too little money
297,49,Female,Limpopo,Black African,1210.0,Primary,Self-employed,Salary,Yes,Daily,90,Retail store,Too little money
298,51,Male,KwaZulu-Natal,Black African,6530.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
299,26,Male,Mpumalanga,Black African,12440.0,Primary,Employed,Salary,Yes,Monthly,50,Retail store,Too little money
300,49,Male,Western Cape,Black African,6070.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
301,82,Male,Western Cape,Black African,21220.0,Secondary,Employed,Salary,Yes,Weekly,50,ATM,Too little money
302,37,Male,Gauteng,Black African,2790.0,Secondary,Unemployed,Remittances,Yes,Monthly,91,ATM,Privacy
303,21,Male,Western Cape,Black African,8790.0,Secondary,Employed,Salary,Yes,Daily,80,Retail store,Too little money
304,33,Female,Eastern Cape,Black African,3750.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
305,52,Other,Gauteng,Black African,5240.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
306,29,Female,Western Cape,Black African,3230.0,Primary,Employed,Salary,Yes,Less often,81,ATM,Too little money
307,18,Female,Limpopo,Black African,5850.0,Secondary,Unemployed,Grants,Yes,Weekly,82,ATM,Too little money
308,46,Female,Mpumalanga,Black African,2880.0,Secondary,Employed,Salary,Yes,Weekly,67,Retail store,Personal preference
309,18,Female,KwaZulu-Natal,Black African,810.0,Primary,Unemployed,Grants,Yes,Monthly,78,Retail store,Personal preference
310,45,Female,Limpopo,Black African,7960.0,Secondary,Self-employed,Salary,Yes,Daily,87,ATM,Too little money
311,41,Male,Western Cape,Indian/Asian,66390.0,Primary,Employed,Salary,Yes,Weekly,39,ATM,Too little money
312,39,Female,Northern Cape,Black African,3610.0,Tertiary,Employed,Salary,Yes,Weekly,81,ATM,Personal preference
313,31,Female,Gauteng,Black African,13580.0,Secondary,Employed,Salary,Yes,Weekly,45,Retail store,Personal preference
314,18,Female,Gauteng,Black African,590.0,Secondary,Self-employed,Salary,Yes,Weekly,82,ATM,Personal preference
315,40,Male,KwaZulu-Natal,Black African,4280.0,Primary,Employed,Salary,Yes,Monthly,80,ATM,Too little money
316,37,Male,Gauteng,Black African,8440.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
317,31,Male,KwaZulu-Natal,Black African,2410.0,Primary,Employed,Salary,Yes,Less often,83,ATM,Too little money
318,18,Female,Free State,White,18260.0,Secondary,Self-employed,Other,No,Less often,100,None,No bank account
319,55,Female,KwaZulu-Natal,Black African,13820.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
320,32,Male,North West,Black African,8140.0,Secondary,Employed,Salary,Yes,Weekly,18,ATM,Personal preference
321,44,Male,Northern Cape,White,54610.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
322,51,Male,Northern Cape,Black African,2800.0,Secondary,Unemployed,Grants,Yes,Less often,86,ATM,Personal preference
323,21,Female,KwaZulu-Natal,Black African,2960.0,Secondary,Self-employed,Salary,Yes,Weekly,61,ATM,Too little money
324,21,Male,Western Cape,Coloured,13760.0,Tertiary,Employed,Salary,Yes,Less often,52,ATM,Personal preference
325,43,Female,KwaZulu-Natal,Black African,3250.0,Secondary,Employed,Salary,Yes,Monthly,80,ATM,Other
326,18,Female,Gauteng,White,30010.0,Secondary,Employed,Salary,Yes,Monthly,36,ATM,Personal preference
327,40,Female,North West,Black African,650.0,Secondary,Employed,Salary,Yes,Monthly,70,ATM,Too little money
328,18,Male,KwaZulu-Natal,Black African,2190.0,Primary,Self-employed,Remittances,Yes,Weekly,67,ATM,Too little money
329,18,Male,Western Cape,Black African,3810.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
330,22,Male,Gauteng,Black African,3130.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
331,26,Male,Eastern Cape,Black African,6450.0,Tertiary,Employed,Salary,Yes,Monthly,100,ATM,Too little money
332,43,Female,Gauteng,White,5070.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
333,26,Female,Gauteng,Coloured,5110.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
334,18,Male,Limpopo,Black African,12630.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
335,23,Female,Western Cape,Black African,6460.0,Tertiary,Employed,Salary,Yes,Daily,12,ATM,Personal preference
336,35,Male,KwaZulu-Natal,Black African,3020.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
337,46,Female,KwaZulu-Natal,Black African,4400.0,Primary,Self-employed,Salary,Yes,Monthly,68,ATM,Too little money
338,42,Female,Eastern Cape,Black African,4010.0,Secondary,Employed,Salary,Yes,Weekly,89,ATM,Too little money
339,21,Male,Free State,Black African,6010.0,Secondary,Employed,Salary,Yes,Less often,93,Retail store,Too little money
340,32,Female,Limpopo,Black African,1460.0,No formal education,Unemployed,Grants,Yes,Daily,97,Retail store,Too little money
341,36,Female,Western Cape,Black African,25270.0,Secondary,Employed,Salary,Yes,Weekly,6,ATM,Personal preference
342,34,Female,Mpumalanga,Indian/Asian,10540.0,Secondary,Unemployed,Grants,Yes,Monthly,79,ATM,Personal preference
343,48,Female,Gauteng,Black African,13780.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
344,29,Female,Mpumalanga,Black African,870.0,No formal education,Student,Salary,Yes,Monthly,67,ATM,Personal preference
345,36,Female,KwaZulu-Natal,Black African,9100.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
346,45,Female,Limpopo,Black African,850.0,Secondary,Unemployed,Grants,Yes,Weekly,87,ATM,Privacy
347,56,Male,Gauteng,Black African,10540.0,Secondary,Employed,Salary,Yes,Monthly,75,ATM,Too little money
348,37,Female,Gauteng,Black African,2610.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
349,26,Male,Western Cape,Coloured,2490.0,Secondary,Unemployed,Grants,Yes,Less often,59,Retail store,Too little money
350,64,Female,KwaZulu-Natal,Black African,2440.0,No formal education,Retired,Pension,No,Less often,100,None,No bank account
351,26,Female,Mpumalanga,Black African,8440.0,Secondary,Employed,Salary,Yes,Less often,43,ATM,Personal preference
352,34,Male,Eastern Cape,Black African,2970.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
353,30,Female,Limpopo,Black African,4580.0,No formal education,Employed,Salary,Yes,Monthly,67,Retail store,Too little money
354,51,Female,Western Cape,Indian/Asian,18460.0,Primary,Unemployed,Grants,Yes,Monthly,29,ATM,Too little money
355,53,Female,KwaZulu-Natal,Black African,2310.0,Secondary,Self-employed,Grants,Yes,Monthly,78,ATM,To avoid fees
356,49,Female,KwaZulu-Natal,White,23810.0,Secondary,Employed,Salary,Yes,Monthly,29,ATM,Too little money
357,38,Female,KwaZulu-Natal,Black African,2340.0,Primary,Employed,Salary,Yes,Weekly,83,ATM,Personal preference
358,38,Male,KwaZulu-Natal,Coloured,660.0,No formal education,Unemployed,Grants,Yes,Monthly,95,ATM,Other
359,37,Male,Western Cape,Black African,9350.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
360,29,Male,Gauteng,Black African,4800.0,Primary,Employed,Salary,Yes,Less often,84,ATM,Too little money
361,36,Female,Western Cape,Black African,20450.0,Secondary,Employed,Salary,Yes,Daily,82,ATM,Personal preference
362,53,Male,KwaZulu-Natal,Black African,6400.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
363,66,Female,Western Cape,Black African,20900.0,Tertiary,Retired,Grants,No,Less often,100,None,No bank account
364,18,Female,Gauteng,Black African,1460.0,Primary,Unemployed,Grants,Yes,Less often,85,ATM,Too little money
365,38,Male,KwaZulu-Natal,Black African,5620.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
366,28,Female,KwaZulu-Natal,Black African,1470.0,Primary,Unemployed,Grants,Yes,Monthly,100,ATM,Too little money
367,54,Male,Gauteng,Black African,1560.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
368,21,Male,KwaZulu-Natal,Black African,3660.0,Primary,Employed,Salary,Yes,Monthly,94,ATM,Too little money
369,24,Female,Gauteng,Black African,6880.0,Secondary,Employed,Salary,Yes,Less often,39,ATM,Personal preference
370,37,Female,Eastern Cape,Black African,7460.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
371,25,Male,Gauteng,Black African,31260.0,Secondary,Employed,Salary,Yes,Weekly,49,ATM,Too little money
372,26,Male,Limpopo,Black African,1400.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
373,18,Female,Eastern Cape,White,21240.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
374,29,Female,KwaZulu-Natal,Black African,2810.0,Primary,Unemployed,Remittances,Yes,Monthly,88,ATM,Too little money
375,37,Female,Free State,White,6420.0,Secondary,Employed,Salary,Yes,Weekly,49,ATM,Personal preference
376,57,Female,Gauteng,Black African,2680.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
377,26,Female,Mpumalanga,Black African,3150.0,Primary,Employed,Salary,Yes,Weekly,86,ATM,Personal preference
378,38,Male,Mpumalanga,Coloured,5310.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
379,49,Female,Eastern Cape,Black African,2370.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
380,49,Female,North West,Black African,5960.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
381,44,Female,Gauteng,Black African,4850.0,Secondary,Employed,Salary,Yes,Less often,100,ATM,Personal preference
382,36,Female,KwaZulu-Natal,Coloured,20520.0,Tertiary,Employed,Salary,Yes,Less often,79,ATM,To avoid fees
383,47,Female,Western Cape,Black African,8610.0,Secondary,Employed,Salary,Yes,Less often,58,ATM,Too little money
384,22,Male,KwaZulu-Natal,Indian/Asian,7170.0,Secondary,Employed,Salary,Yes,Monthly,75,ATM,Too little money
385,33,Male,Northern Cape,Black African,4850.0,Primary,Employed,Salary,Yes,Monthly,71,ATM,To avoid fees
386,23,Male,Gauteng,Black African,24640.0,Secondary,Employed,Salary,Yes,Less often,70,ATM,Personal preference
387,33,Male,KwaZulu-Natal,Black African,5520.0,Primary,Employed,Salary,Yes,Monthly,68,Retail store,Too little money
388,35,Male,Gauteng,Black African,2480.0,Secondary,Employed,Salary,Yes,Less often,98,ATM,Too little money
389,29,Female,KwaZulu-Natal,Coloured,4080.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
390,37,Other,Mpumalanga,Black African,950.0,Secondary,Unemployed,Grants,Yes,Weekly,72,Retail store,Personal preference
391,47,Male,Gauteng,Black African,1390.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
392,26,Female,Western Cape,Black African,6330.0,Primary,Employed,Salary,Yes,Monthly,61,ATM,Personal preference
393,24,Female,Gauteng,Coloured,3860.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
394,53,Female,Mpumalanga,Coloured,4730.0,Secondary,Employed,Salary,Yes,Weekly,59,ATM,Personal preference
395,18,Female,Gauteng,Black African,18160.0,Tertiary,Employed,Salary,Yes,Monthly,55,ATM,Too little money
396,28,Male,North West,White,11880.0,Secondary,Employed,Salary,Yes,Weekly,47,Retail store,Too little money
397,38,Female,Gauteng,Black African,4210.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
398,32,Male,Eastern Cape,Black African,2070.0,No formal education,Unemployed,Remittances,Yes,Weekly,70,ATM,Too little money
399,26,Female,Free State,Black African,2390.0,Primary,Self-employed,Salary,Yes,Less often,88,ATM,Too little money
400,30,Female,Gauteng,Black African,5060.0,Primary,Employed,Salary,Yes,Weekly,33,ATM,Privacy
401,34,Male,North West,Black African,4140.0,Secondary,Employed,Salary,Yes,Weekly,100,ATM,Privacy
402,21,Female,Gauteng,White,7010.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
403,18,Male,Limpopo,White,2680.0,Tertiary,Unemployed,Grants,Yes,Less often,66,ATM,Too little money
404,28,Male,Mpumalanga,Black African,8180.0,Secondary,Self-employed,Grants,No,Less often,100,None,No bank account
405,48,Male,KwaZulu-Natal,Black African,13690.0,Secondary,Employed,Salary,Yes,Monthly,48,ATM,Personal preference
